z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
1.6380000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 4.9113232981e+01 3.8397718162e-01
7.5206098700e-06 5.2359098995e+01 3.8397718162e-01
8.0390564108e-06 5.5819475532e+01 3.8397718162e-01
8.5932442744e-06 5.9508551088e+01 3.8397718162e-01
9.1856354629e-06 6.3441425067e+01 3.8397718162e-01
9.8188638731e-06 6.7634208774e+01 3.8397718162e-01
1.0495745300e-05 7.2104079914e+01 3.8397718162e-01
1.1219289263e-05 7.6869348265e+01 3.8397718162e-01
1.1992711734e-05 8.1949526375e+01 3.8397718162e-01
1.2819450603e-05 8.7365416994e+01 3.8397718162e-01
1.3703183868e-05 9.3139216695e+01 3.8397718162e-01
1.4647837816e-05 9.9294553029e+01 3.8397718162e-01
1.5657613403e-05 1.0585663919e+02 3.8397718162e-01
1.6736999896e-05 1.1285234380e+02 3.8397718162e-01
1.7890795789e-05 1.2031030666e+02 3.8397718162e-01
1.9124130631e-05 1.2826105834e+02 3.8397718162e-01
2.0442488676e-05 1.3673714972e+02 3.8397718162e-01
2.1851728889e-05 1.4577325590e+02 3.8397718162e-01
2.3358117687e-05 1.5540635984e+02 3.8397718162e-01
2.4968352591e-05 1.6567587484e+02 3.8397718162e-01
2.6689593142e-05 1.7662381118e+02 3.8397718162e-01
2.8529490010e-05 1.8829492817e+02 3.8397718162e-01
3.0496221370e-05 2.0073692943e+02 3.8397718162e-01
3.2598534744e-05 2.1400068890e+02 3.8397718162e-01
3.4845776099e-05 2.2814039256e+02 3.8397718162e-01
3.7247933506e-05 2.4321376832e+02 3.8397718162e-01
3.9815688069e-05 2.5928235672e+02 3.8397718162e-01
4.2560455768e-05 2.7641171941e+02 3.8397718162e-01
4.5494442020e-05 2.9467172201e+02 3.8397718162e-01
4.8630685342e-05 3.1413674313e+02 3.8397718162e-01
5.1983130106e-05 3.3488605789e+02 3.8397718162e-01
5.5566681112e-05 3.5700410092e+02 3.8397718162e-01
5.9397272707e-05 3.8058081189e+02 3.8397718162e-01
6.3491934270e-05 4.0571195028e+02 3.8397718162e-01
6.7868866609e-05 4.3249946847e+02 3.8397718162e-01
7.2547532909e-05 4.6105196395e+02 3.8397718162e-01
7.7548735135e-05 4.9148503195e+02 3.8397718162e-01
8.2894701336e-05 5.2392167459e+02 3.8397718162e-01
8.8609194791e-05 5.5849283144e+02 3.8397718162e-01
9.4717637694e-05 5.9533798509e+02 3.8397718162e-01
1.0124716937e-04 6.3460536014e+02 3.8397718162e-01
1.0822682816e-04 6.7645285688e+02 3.8397718162e-01
1.1568764603e-04 7.2104844576e+02 3.8397718162e-01
1.2366278679e-04 7.6857081414e+02 3.8397718162e-01
1.3218770619e-04 8.1921013134e+02 3.8397718162e-01
1.4130031923e-04 8.7316884448e+02 3.8397718162e-01
1.5104110935e-04 9.3066211915e+02 3.8397718162e-01
