z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
9.1800000000e-01        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 4.9175619294e+01 5.1250206239e-01
7.5206098700e-06 5.2425608365e+01 5.1250206239e-01
8.0390564108e-06 5.5890380438e+01 5.1250206239e-01
8.5932442744e-06 5.9584142032e+01 5.1250206239e-01
9.1856354629e-06 6.3522011728e+01 5.1250206239e-01
9.8188638731e-06 6.7720121296e+01 5.1250206239e-01
1.0495745300e-05 7.2195670258e+01 5.1250206239e-01
1.1219289263e-05 7.6966991649e+01 5.1250206239e-01
1.1992711734e-05 8.2053622799e+01 5.1250206239e-01
1.2819450603e-05 8.7476392878e+01 5.1250206239e-01
1.3703183868e-05 9.3257526652e+01 5.1250206239e-01
1.4647837816e-05 9.9420681679e+01 5.1250206239e-01
1.5657613403e-05 1.0599110317e+02 5.1250206239e-01
1.6736999896e-05 1.1299569389e+02 5.1250206239e-01
1.7890795789e-05 1.2046312997e+02 5.1250206239e-01
1.9124130631e-05 1.2842398079e+02 5.1250206239e-01
2.0442488676e-05 1.3691083854e+02 5.1250206239e-01
2.1851728889e-05 1.4595842236e+02 5.1250206239e-01
2.3358117687e-05 1.5560376216e+02 5.1250206239e-01
2.4968352591e-05 1.6588632130e+02 5.1250206239e-01
2.6689593142e-05 1.7684816336e+02 5.1250206239e-01
2.8529490010e-05 1.8853410449e+02 5.1250206239e-01
3.0496221370e-05 2.0099190886e+02 5.1250206239e-01
3.2598534744e-05 2.1427251498e+02 5.1250206239e-01
3.4845776099e-05 2.2843017757e+02 5.1250206239e-01
3.7247933506e-05 2.4352269781e+02 5.1250206239e-01
3.9815688069e-05 2.5961169431e+02 5.1250206239e-01
4.2560455768e-05 2.7676281188e+02 5.1250206239e-01
4.5494442020e-05 2.9504600475e+02 5.1250206239e-01
4.8630685342e-05 3.1453574581e+02 5.1250206239e-01
5.1983130106e-05 3.3531141068e+02 5.1250206239e-01
5.5566681112e-05 3.5745754097e+02 5.1250206239e-01
5.9397272707e-05 3.8106419029e+02 5.1250206239e-01
6.3491934270e-05 4.0622723939e+02 5.1250206239e-01
6.7868866609e-05 4.3304876967e+02 5.1250206239e-01
7.2547532909e-05 4.6163751602e+02 5.1250206239e-01
7.7548735135e-05 4.9210921983e+02 5.1250206239e-01
8.2894701336e-05 5.2458703867e+02 5.1250206239e-01
8.8609194791e-05 5.5920207742e+02 5.1250206239e-01
9.4717637694e-05 5.9609399470e+02 5.1250206239e-01
1.0124716937e-04 6.3541120196e+02 5.1250206239e-01
1.0822682816e-04 6.7731179837e+02 5.1250206239e-01
1.1568764603e-04 7.2196396571e+02 5.1250206239e-01
1.2366278679e-04 7.6954661588e+02 5.1250206239e-01
1.3218770619e-04 8.2025015687e+02 5.1250206239e-01
1.4130031923e-04 8.7427728946e+02 5.1250206239e-01
1.5104110935e-04 9.3184344844e+02 5.1250206239e-01
1.6145341215e-04 9.9317826589e+02 5.1250206239e-01
1.7258350272e-04 1.0585258585e+03 5.1250206239e-01
1.8448085757e-04 1.1281461328e+03 5.1250206239e-01
1.9719838747e-04 1.2023158964e+03 5.1250206239e-01
2.1079262660e-04 1.2813296944e+03 5.1250206239e-01
2.2532400908e-04 1.3655011286e+03 5.1250206239e-01
2.4085713085e-04 1.4551640589e+03 5.1250206239e-01
2.5746106985e-04 1.5506741004e+03 5.1250206239e-01
2.7520960430e-04 1.6524094871e+03 5.1250206239e-01
2.9418169288e-04 1.7607733851e+03 5.1250206239e-01
3.1446164940e-04 1.8761943865e+03 5.1250206239e-01
3.3613966662e-04 1.9991289272e+03 5.1250206239e-01
3.5931204911e-04 2.1300619592e+03 5.1250206239e-01
3.8408191176e-04 2.2695101612e+03 5.1250206239e-01
4.1055929614e-04 2.4180217430e+03 5.1250206239e-01
4.3886195635e-04 2.5761798941e+03 5.1250206239e-01
4.6911570826e-04 2.7446036152e+03 5.1250206239e-01
