z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
2.2000000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 4.9070538999e+01 3.1947164538e-01
7.5206098700e-06 5.2313583408e+01 3.1947164538e-01
8.0390564108e-06 5.5770951868e+01 3.1947164538e-01
8.5932442744e-06 5.9456820544e+01 3.1947164538e-01
9.1856354629e-06 6.3386275714e+01 3.1947164538e-01
9.8188638731e-06 6.7575414681e+01 3.1947164538e-01
1.0495745300e-05 7.2041400216e+01 3.1947164538e-01
1.1219289263e-05 7.6802526186e+01 3.1947164538e-01
1.1992711734e-05 8.1878288176e+01 3.1947164538e-01
1.2819450603e-05 8.7289470856e+01 3.1947164538e-01
1.3703183868e-05 9.3058251507e+01 3.1947164538e-01
1.4647837816e-05 9.9208237145e+01 3.1947164538e-01
1.5657613403e-05 1.0576461905e+02 3.1947164538e-01
1.6736999896e-05 1.1275424250e+02 3.1947164538e-01
1.7890795789e-05 1.2020572239e+02 3.1947164538e-01
1.9124130631e-05 1.2814956278e+02 3.1947164538e-01
2.0442488676e-05 1.3661828625e+02 3.1947164538e-01
2.1851728889e-05 1.4564653777e+02 3.1947164538e-01
2.3358117687e-05 1.5527126818e+02 3.1947164538e-01
2.4968352591e-05 1.6553185653e+02 3.1947164538e-01
2.6689593142e-05 1.7647027660e+02 3.1947164538e-01
2.8529490010e-05 1.8813124883e+02 3.1947164538e-01
3.0496221370e-05 2.0056243540e+02 3.1947164538e-01
3.2598534744e-05 2.1381466607e+02 3.1947164538e-01
3.4845776099e-05 2.2794207976e+02 3.1947164538e-01
3.7247933506e-05 2.4300235428e+02 3.1947164538e-01
3.9815688069e-05 2.5905697674e+02 3.1947164538e-01
4.2560455768e-05 2.7617145189e+02 3.1947164538e-01
4.5494442020e-05 2.9441558474e+02 3.1947164538e-01
4.8630685342e-05 3.1386368937e+02 3.1947164538e-01
5.1983130106e-05 3.3459497216e+02 3.1947164538e-01
5.5566681112e-05 3.5669379455e+02 3.1947164538e-01
5.9397272707e-05 3.8025001827e+02 3.1947164538e-01
6.3491934270e-05 4.0535931985e+02 3.1947164538e-01
6.7868866609e-05 4.3212356342e+02 3.1947164538e-01
7.2547532909e-05 4.6065125249e+02 3.1947164538e-01
7.7548735135e-05 4.9105788234e+02 3.1947164538e-01
8.2894701336e-05 5.2346634882e+02 3.1947164538e-01
8.8609194791e-05 5.5800747841e+02 3.1947164538e-01
9.4717637694e-05 5.9482063340e+02 3.1947164538e-01
1.0124716937e-04 6.3405391063e+02 3.1947164538e-01
1.0822682816e-04 6.7586507448e+02 3.1947164538e-01
1.1568764603e-04 7.2042195098e+02 3.1947164538e-01
1.2366278679e-04 7.6790307406e+02 3.1947164538e-01
1.3218770619e-04 8.1849845002e+02 3.1947164538e-01
1.4130031923e-04 8.7241035272e+02 3.1947164538e-01
1.5104110935e-04 9.2985376394e+02 3.1947164538e-01
1.6145341215e-04 9.9105783385e+02 3.1947164538e-01
1.7258350272e-04 1.0562661679e+03 3.1947164538e-01
1.8448085757e-04 1.1257381295e+03 3.1947164538e-01
1.9719838747e-04 1.1997499494e+03 3.1947164538e-01
2.1079262660e-04 1.2785955605e+03 3.1947164538e-01
2.2532400908e-04 1.3625879148e+03 3.1947164538e-01
2.4085713085e-04 1.4520601826e+03 3.1947164538e-01
2.5746106985e-04 1.5473672474e+03 3.1947164538e-01
2.7520960430e-04 1.6488865680e+03 3.1947164538e-01
2.9418169288e-04 1.7570204880e+03 3.1947164538e-01
3.1446164940e-04 1.8721967292e+03 3.1947164538e-01
3.3613966662e-04 1.9948708057e+03 3.1947164538e-01
3.5931204911e-04 2.1255266959e+03 3.1947164538e-01
3.8408191176e-04 2.2646800480e+03 3.1947164538e-01
4.1055929614e-04 2.4128779863e+03 3.1947164538e-01
4.3886195635e-04 2.5707025547e+03 3.1947164538e-01
4.6911570826e-04 2.7387715488e+03 3.1947164538e-01
5.0145509886e-04 2.9177409597e+03 3.1947164538e-01
5.3602381376e-04 3.1083057502e+03 3.1947164538e-01
5.7297560852e-04 3.3112032747e+03 3.1947164538e-01
6.1247474514e-04 3.5272136590e+03 3.1947164538e-01
6.5469677793e-04 3.7571617471e+03 3.1947164538e-01
6.9982954301e-04 4.0019197031e+03 3.1947164538e-01
7.4807356577e-04 4.2624059094e+03 3.1947164538e-01
7.9964339966e-04 4.5395882648e+03 3.1947164538e-01
8.5476832464e-04 4.8344831917e+03 3.1947164538e-01
9.1369333677e-04 5.1481552348e+03 3.1947164538e-01
9.7668042872e-04 5.4817169783e+03 3.1947164538e-01
1.0440096958e-03 5.8363265094e+03 3.1947164538e-01
1.1159804417e-03 6.2131830416e+03 3.1947164538e-01
1.1929126922e-03 6.6135224226e+03 3.1947164538e-01
1.2751482427e-03 7.0386074737e+03 3.1947164538e-01
1.3630529866e-03 7.4897216914e+03 3.1947164538e-01
1.4570176136e-03 7.9681506438e+03 3.1947164538e-01
1.5574598219e-03 8.4751667581e+03 3.1947164538e-01
1.6648261808e-03 9.0120072741e+03 3.1947164538e-01
1.7795939930e-03 9.5798468099e+03 3.1947164538e-01
1.9022736233e-03 1.0179766696e+04 3.1947164538e-01
2.0334103610e-03 1.0812716692e+04 3.1947164538e-01
2.1735872142e-03 1.1479476686e+04 3.1947164538e-01
2.3234274704e-03 1.2180613936e+04 3.1947164538e-01
2.4835972581e-03 1.2916439043e+04 3.1947164538e-01
2.6548085734e-03 1.3686965335e+04 3.1947164538e-01
2.8378227726e-03 1.4491874187e+04 3.1947164538e-01
3.0334533658e-03 1.5330483698e+04 3.1947164538e-01
3.2425699755e-03 1.6201730956e+04 3.1947164538e-01
3.4661025274e-03 1.7104164122e+04 3.1947164538e-01
3.7050447427e-03 1.8035939896e+04 3.1947164538e-01
3.9604585618e-03 1.8994830947e+04 3.1947164538e-01
4.2334804311e-03 1.9978242371e+04 3.1947164538e-01
4.5253229327e-03 2.0983209279e+04 3.1947164538e-01
4.8372847959e-03 2.2006418718e+04 3.1947164538e-01
5.1707518287e-03 2.3044190537e+04 3.1947164538e-01
5.5272071622e-03 2.4092478711e+04 3.1947164538e-01
5.9082354419e-03 2.5146840449e+04 3.1947164538e-01
6.3155302778e-03 2.6202404322e+04 3.1947164538e-01
6.7509030923e-03 2.7253830150e+04 3.1947164538e-01
7.2162891738e-03 2.8295250747e+04 3.1947164538e-01
7.7137574553e-03 2.9320212021e+04 3.1947164538e-01
8.2455193624e-03 3.0321597615e+04 3.1947164538e-01
8.8139399886e-03 3.1291542843e+04 3.1947164538e-01
9.4215450808e-03 3.2221323733e+04 3.1947164538e-01
1.0071036406e-02 3.3101241712e+04 3.1947164538e-01
1.0765301995e-02 3.3920482404e+04 3.1947164538e-01
1.1507427320e-02 3.4666972568e+04 3.1947164538e-01
1.2300713919e-02 3.5327266398e+04 3.1947164538e-01
1.3148685917e-02 3.5886492432e+04 3.1947164538e-01
1.4055115171e-02 3.6328472098e+04 3.1947164538e-01
1.5024030581e-02 3.6636099394e+04 3.1947164538e-01
1.6059739515e-02 3.6792145902e+04 3.1947164538e-01
1.7166847363e-02 3.6780603763e+04 3.1947164538e-01
1.8350275233e-02 3.6588595735e+04 3.1947164538e-01
1.9615285099e-02 3.6208671445e+04 3.1947164538e-01
2.0967502147e-02 3.5641023914e+04 3.1947164538e-01
2.2412935272e-02 3.4894926099e+04 3.1947164538e-01
2.3958012462e-02 3.3988677851e+04 3.1947164538e-01
2.5609601289e-02 3.2947757876e+04 3.1947164538e-01
2.7375046164e-02 3.1801509202e+04 3.1947164538e-01
2.9262196273e-02 3.0579312256e+04 3.1947164538e-01
3.1279440969e-02 2.9307339233e+04 3.1947164538e-01
3.3435747027e-02 2.8006645562e+04 3.1947164538e-01
3.5740699619e-02 2.6692744210e+04 3.1947164538e-01
3.8204550743e-02 2.5376306045e+04 3.1947164538e-01
4.0838252753e-02 2.4064439731e+04 3.1947164538e-01
4.3653514236e-02 2.2762035972e+04 3.1947164538e-01
4.6478152275e-02 2.1549147827e+04 3.1947164538e-01
4.9302790314e-02 2.0421127774e+04 3.1947164538e-01
5.2127432078e-02 1.9370050864e+04 3.1947164538e-01
5.4952070117e-02 1.8389105859e+04 3.1947164538e-01
5.7776708156e-02 1.7472387708e+04 3.1947164538e-01
6.0601349920e-02 1.6614716380e+04 3.1947164538e-01
6.3425987959e-02 1.5811496544e+04 3.1947164538e-01
6.6250629723e-02 1.5058604287e+04 3.1947164538e-01
6.9075264037e-02 1.4352308219e+04 3.1947164538e-01
7.1899905801e-02 1.3689205202e+04 3.1947164538e-01
7.4724547565e-02 1.3066188769e+04 3.1947164538e-01
7.7549181879e-02 1.2480405571e+04 3.1947164538e-01
8.0373823643e-02 1.1929226727e+04 3.1947164538e-01
8.3198465407e-02 1.1410235375e+04 3.1947164538e-01
8.6023099720e-02 1.0921201264e+04 3.1947164538e-01
8.8847741485e-02 1.0460062075e+04 3.1947164538e-01
9.1672383249e-02 1.0024917081e+04 3.1947164538e-01
9.5292858779e-02 9.5023858765e+03 3.1947164538e-01
9.8913334310e-02 9.0162969315e+03 3.1947164538e-01
1.0253380984e-01 8.5635861575e+03 3.1947164538e-01
1.0615429282e-01 8.1414784318e+03 3.1947164538e-01
1.0977476835e-01 7.7474618371e+03 3.1947164538e-01
1.1339524388e-01 7.3792562904e+03 3.1947164538e-01
1.1701571941e-01 7.0347935687e+03 3.1947164538e-01
1.2063620240e-01 6.7121946589e+03 3.1947164538e-01
1.2425667793e-01 6.4097534181e+03 3.1947164538e-01
