z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
1.6020000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 5.0411152260e+01 3.8895858459e-01
7.5206098700e-06 5.3742827007e+01 3.8895858459e-01
8.0390564108e-06 5.7294685743e+01 3.8895858459e-01
8.5932442744e-06 6.1081299395e+01 3.8895858459e-01
9.1856354629e-06 6.5118162383e+01 3.8895858459e-01
9.8188638731e-06 6.9421821835e+01 3.8895858459e-01
1.0495745300e-05 7.4009915417e+01 3.8895858459e-01
1.1219289263e-05 7.8901209147e+01 3.8895858459e-01
1.1992711734e-05 8.4115792820e+01 3.8895858459e-01
1.2819450603e-05 8.9674979137e+01 3.8895858459e-01
1.3703183868e-05 9.5601568468e+01 3.8895858459e-01
1.4647837816e-05 1.0191984885e+02 3.8895858459e-01
1.5657613403e-05 1.0865567792e+02 3.8895858459e-01
1.6736999896e-05 1.1583669097e+02 3.8895858459e-01
1.7890795789e-05 1.2349226940e+02 3.8895858459e-01
1.9124130631e-05 1.3165378027e+02 3.8895858459e-01
2.0442488676e-05 1.4035465822e+02 3.8895858459e-01
2.1851728889e-05 1.4963054420e+02 3.8895858459e-01
2.3358117687e-05 1.5951946194e+02 3.8895858459e-01
2.4968352591e-05 1.7006188100e+02 3.8895858459e-01
2.6689593142e-05 1.8130100670e+02 3.8895858459e-01
2.8529490010e-05 1.9328284324e+02 3.8895858459e-01
3.0496221370e-05 2.0605644575e+02 3.8895858459e-01
3.2598534744e-05 2.1967419772e+02 3.8895858459e-01
3.4845776099e-05 2.3419184879e+02 3.8895858459e-01
3.7247933506e-05 2.4966871649e+02 3.8895858459e-01
3.9815688069e-05 2.6616836700e+02 3.8895858459e-01
4.2560455768e-05 2.8375822438e+02 3.8895858459e-01
4.5494442020e-05 3.0251040257e+02 3.8895858459e-01
4.8630685342e-05 3.2250147855e+02 3.8895858459e-01
5.1983130106e-05 3.4381340001e+02 3.8895858459e-01
5.5566681112e-05 3.6653328364e+02 3.8895858459e-01
5.9397272707e-05 3.9075407074e+02 3.8895858459e-01
6.3491934270e-05 4.1657503148e+02 3.8895858459e-01
6.7868866609e-05 4.4410146232e+02 3.8895858459e-01
7.2547532909e-05 4.7344609809e+02 3.8895858459e-01
7.7548735135e-05 5.0472878412e+02 3.8895858459e-01
8.2894701336e-05 5.3807725796e+02 3.8895858459e-01
8.8609194791e-05 5.7362777969e+02 3.8895858459e-01
9.4717637694e-05 6.1152543457e+02 3.8895858459e-01
1.0124716937e-04 6.5192483895e+02 3.8895858459e-01
1.0822682816e-04 6.9499059424e+02 3.8895858459e-01
1.1568764603e-04 7.4089824500e+02 3.8895858459e-01
1.2366278679e-04 7.8983448067e+02 3.8895858459e-01
1.3218770619e-04 8.4199864846e+02 3.8895858459e-01
1.4130031923e-04 8.9760245078e+02 3.8895858459e-01
1.5104110935e-04 9.5687176067e+02 3.8895858459e-01
1.6145341215e-04 1.0200460167e+03 3.8895858459e-01
1.7258350272e-04 1.0873818033e+03 3.8895858459e-01
1.8448085757e-04 1.1591501279e+03 3.8895858459e-01
1.9719838747e-04 1.2356409592e+03 3.8895858459e-01
2.1079262660e-04 1.3171619163e+03 3.8895858459e-01
2.2532400908e-04 1.4040392769e+03 3.8895858459e-01
2.4085713085e-04 1.4966209028e+03 3.8895858459e-01
2.5746106985e-04 1.5952756342e+03 3.8895858459e-01
2.7520960430e-04 1.7003951054e+03 3.8895858459e-01
2.9418169288e-04 1.8123950559e+03 3.8895858459e-01
3.1446164940e-04 1.9317161375e+03 3.8895858459e-01
3.3613966662e-04 2.0588247206e+03 3.8895858459e-01
3.5931204911e-04 2.1942142061e+03 3.8895858459e-01
3.8408191176e-04 2.3384084540e+03 3.8895858459e-01
4.1055929614e-04 2.4919583545e+03 3.8895858459e-01
4.3886195635e-04 2.6554470726e+03 3.8895858459e-01
4.6911570826e-04 2.8294876274e+03 3.8895858459e-01
5.0145509886e-04 3.0147271284e+03 3.8895858459e-01
5.3602381376e-04 3.2118441527e+03 3.8895858459e-01
5.7297560852e-04 3.4215505612e+03 3.8895858459e-01
6.1247474514e-04 3.6445939185e+03 3.8895858459e-01
6.5469677793e-04 3.8817522484e+03 3.8895858459e-01
6.9982954301e-04 4.1338388756e+03 3.8895858459e-01
7.4807356577e-04 4.4017006097e+03 3.8895858459e-01
7.9964339966e-04 4.6862153247e+03 3.8895858459e-01
8.5476832464e-04 4.9882903455e+03 3.8895858459e-01
9.1369333677e-04 5.3088656751e+03 3.8895858459e-01
9.7668042872e-04 5.6489063296e+03 3.8895858459e-01
1.0440096958e-03 6.0093991103e+03 3.8895858459e-01
1.1159804417e-03 6.3913550249e+03 3.8895858459e-01
1.1929126922e-03 6.7957975874e+03 3.8895858459e-01
1.2751482427e-03 7.2237595908e+03 3.8895858459e-01
1.3630529866e-03 7.6762770557e+03 3.8895858459e-01
1.4570176136e-03 8.1543763201e+03 3.8895858459e-01
1.5574598219e-03 8.6590675848e+03 3.8895858459e-01
1.6648261808e-03 9.1913207069e+03 3.8895858459e-01
1.7795939930e-03 9.7520643934e+03 3.8895858459e-01
1.9022736233e-03 1.0342161188e+04 3.8895858459e-01
2.0334103610e-03 1.0962395367e+04 3.8895858459e-01
2.1735872142e-03 1.1613454385e+04 3.8895858459e-01
2.3234274704e-03 1.2295907890e+04 3.8895858459e-01
2.4835972581e-03 1.3010192400e+04 3.8895858459e-01
2.6548085734e-03 1.3756585477e+04 3.8895858459e-01
2.8378227726e-03 1.4535179105e+04 3.8895858459e-01
3.0334533658e-03 1.5345844184e+04 3.8895858459e-01
3.2425699755e-03 1.6188212782e+04 3.8895858459e-01
3.4661025274e-03 1.7061639404e+04 3.8895858459e-01
3.7050447427e-03 1.7965157419e+04 3.8895858459e-01
3.9604585618e-03 1.8897456471e+04 3.8895858459e-01
4.2334804311e-03 1.9856796950e+04 3.8895858459e-01
4.5253229327e-03 2.0841027741e+04 3.8895858459e-01
4.8372847959e-03 2.1848533492e+04 3.8895858459e-01
5.1707518287e-03 2.2874079232e+04 3.8895858459e-01
5.5272071622e-03 2.3914910310e+04 3.8895858459e-01
5.9082354419e-03 2.4966680925e+04 3.8895858459e-01
6.3155302778e-03 2.6023763969e+04 3.8895858459e-01
6.7509030923e-03 2.7081495737e+04 3.8895858459e-01
7.2162891738e-03 2.8132888737e+04 3.8895858459e-01
7.7137574553e-03 2.9170861883e+04 3.8895858459e-01
8.2455193624e-03 3.0186749394e+04 3.8895858459e-01
8.8139399886e-03 3.1171524016e+04 3.8895858459e-01
9.4215450808e-03 3.2115419397e+04 3.8895858459e-01
