z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
1.1340000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 5.0486877475e+01 4.6657438446e-01
7.5206098700e-06 5.3823568786e+01 4.6657438446e-01
8.0390564108e-06 5.7380761379e+01 4.6657438446e-01
8.5932442744e-06 6.1173074149e+01 4.6657438446e-01
9.1856354629e-06 6.5216002157e+01 4.6657438446e-01
9.8188638731e-06 6.9526118159e+01 4.6657438446e-01
1.0495745300e-05 7.4121103260e+01 4.6657438446e-01
1.1219289263e-05 7.9019760065e+01 4.6657438446e-01
1.1992711734e-05 8.4242152864e+01 4.6657438446e-01
1.2819450603e-05 8.9809686485e+01 4.6657438446e-01
1.3703183868e-05 9.5745185154e+01 4.6657438446e-01
1.4647837816e-05 1.0207295382e+02 4.6657438446e-01
1.5657613403e-05 1.0881891835e+02 4.6657438446e-01
1.6736999896e-05 1.1601070438e+02 4.6657438446e-01
1.7890795789e-05 1.2367777750e+02 4.6657438446e-01
1.9124130631e-05 1.3185154840e+02 4.6657438446e-01
2.0442488676e-05 1.4056550429e+02 4.6657438446e-01
2.1851728889e-05 1.4985532281e+02 4.6657438446e-01
2.3358117687e-05 1.5975907353e+02 4.6657438446e-01
2.4968352591e-05 1.7031730560e+02 4.6657438446e-01
2.6689593142e-05 1.8157326676e+02 4.6657438446e-01
2.8529490010e-05 1.9357311363e+02 4.6657438446e-01
3.0496221370e-05 2.0636589421e+02 4.6657438446e-01
3.2598534744e-05 2.2000407354e+02 4.6657438446e-01
3.4845776099e-05 2.3454346364e+02 4.6657438446e-01
3.7247933506e-05 2.5004360902e+02 4.6657438446e-01
3.9815688069e-05 2.6656794437e+02 4.6657438446e-01
4.2560455768e-05 2.8418418010e+02 4.6657438446e-01
4.5494442020e-05 3.0296435488e+02 4.6657438446e-01
4.8630685342e-05 3.2298536139e+02 4.6657438446e-01
5.1983130106e-05 3.4432917408e+02 4.6657438446e-01
5.5566681112e-05 3.6708302441e+02 4.6657438446e-01
5.9397272707e-05 3.9134010181e+02 4.6657438446e-01
6.3491934270e-05 4.1719948356e+02 4.6657438446e-01
6.7868866609e-05 4.4476704603e+02 4.6657438446e-01
7.2547532909e-05 4.7415539457e+02 4.6657438446e-01
7.7548735135e-05 5.0548466958e+02 4.6657438446e-01
8.2894701336e-05 5.3888282690e+02 4.6657438446e-01
8.8609194791e-05 5.7448605838e+02 4.6657438446e-01
9.4717637694e-05 6.1243991335e+02 4.6657438446e-01
1.0124716937e-04 6.5289898322e+02 4.6657438446e-01
1.0822682816e-04 6.9602826828e+02 4.6657438446e-01
1.1568764603e-04 7.4200342308e+02 4.6657438446e-01
1.2366278679e-04 7.9101166757e+02 4.6657438446e-01
1.3218770619e-04 8.4325206755e+02 4.6657438446e-01
1.4130031923e-04 8.9893700659e+02 4.6657438446e-01
1.5104110935e-04 9.5829211594e+02 4.6657438446e-01
1.6145341215e-04 1.0215578166e+03 4.6657438446e-01
1.7258350272e-04 1.0889900203e+03 4.6657438446e-01
1.8448085757e-04 1.1608608303e+03 4.6657438446e-01
1.9719838747e-04 1.2374600835e+03 4.6657438446e-01
2.1079262660e-04 1.3190951405e+03 4.6657438446e-01
2.2532400908e-04 1.4060938989e+03 4.6657438446e-01
2.4085713085e-04 1.4988027613e+03 4.6657438446e-01
2.5746106985e-04 1.5975919620e+03 4.6657438446e-01
2.7520960430e-04 1.7028524830e+03 4.6657438446e-01
2.9418169288e-04 1.8150003999e+03 4.6657438446e-01
3.1446164940e-04 1.9344761807e+03 4.6657438446e-01
3.3613966662e-04 2.0617460881e+03 4.6657438446e-01
3.5931204911e-04 2.1973044219e+03 4.6657438446e-01
3.8408191176e-04 2.3416738001e+03 4.6657438446e-01
4.1055929614e-04 2.4954051581e+03 4.6657438446e-01
4.3886195635e-04 2.6590806932e+03 4.6657438446e-01
4.6911570826e-04 2.8333142853e+03 4.6657438446e-01
5.0145509886e-04 3.0187507951e+03 4.6657438446e-01
5.3602381376e-04 3.2160701306e+03 4.6657438446e-01
5.7297560852e-04 3.4259827603e+03 4.6657438446e-01
6.1247474514e-04 3.6492344800e+03 4.6657438446e-01
6.5469677793e-04 3.8866041697e+03 4.6657438446e-01
6.9982954301e-04 4.1389063167e+03 4.6657438446e-01
7.4807356577e-04 4.4069854088e+03 4.6657438446e-01
7.9964339966e-04 4.6917215408e+03 4.6657438446e-01
8.5476832464e-04 4.9940234061e+03 4.6657438446e-01
9.1369333677e-04 5.3148327822e+03 4.6657438446e-01
9.7668042872e-04 5.6551175213e+03 4.6657438446e-01
1.0440096958e-03 6.0158673448e+03 4.6657438446e-01
1.1159804417e-03 6.3980983293e+03 4.6657438446e-01
1.1929126922e-03 6.8028360844e+03 4.6657438446e-01
1.2751482427e-03 7.2311174341e+03 4.6657438446e-01
1.3630529866e-03 7.6839814460e+03 4.6657438446e-01
1.4570176136e-03 8.1624514864e+03 4.6657438446e-01
1.5574598219e-03 8.6675374636e+03 4.6657438446e-01
1.6648261808e-03 9.2002105945e+03 4.6657438446e-01
1.7795939930e-03 9.7613933106e+03 4.6657438446e-01
1.9022736233e-03 1.0351952529e+04 4.6657438446e-01
2.0334103610e-03 1.0972668813e+04 4.6657438446e-01
2.1735872142e-03 1.1624229640e+04 4.6657438446e-01
2.3234274704e-03 1.2307208094e+04 4.6657438446e-01
2.4835972581e-03 1.3022044925e+04 4.6657438446e-01
2.6548085734e-03 1.3769010414e+04 4.6657438446e-01
2.8378227726e-03 1.4548190914e+04 4.6657438446e-01
3.0334533658e-03 1.5359457456e+04 4.6657438446e-01
3.2425699755e-03 1.6202445551e+04 4.6657438446e-01
3.4661025274e-03 1.7076504731e+04 4.6657438446e-01
3.7050447427e-03 1.7980662659e+04 4.6657438446e-01
3.9604585618e-03 1.8913593723e+04 4.6657438446e-01
4.2334804311e-03 1.9873577548e+04 4.6657438446e-01
4.5253229327e-03 2.0858440671e+04 4.6657438446e-01
4.8372847959e-03 2.1866563649e+04 4.6657438446e-01
5.1707518287e-03 2.2892706848e+04 4.6657438446e-01
5.5272071622e-03 2.3934124842e+04 4.6657438446e-01
5.9082354419e-03 2.4986448276e+04 4.6657438446e-01
6.3155302778e-03 2.6044053963e+04 4.6657438446e-01
6.7509030923e-03 2.7102260772e+04 4.6657438446e-01
7.2162891738e-03 2.8154084018e+04 4.6657438446e-01
7.7137574553e-03 2.9192411165e+04 4.6657438446e-01
8.2455193624e-03 3.0208599953e+04 4.6657438446e-01
8.8139399886e-03 3.1193593169e+04 4.6657438446e-01
9.4215450808e-03 3.2137636030e+04 4.6657438446e-01
1.0071036406e-02 3.3029836552e+04 4.6657438446e-01
1.0765301995e-02 3.3858542378e+04 4.6657438446e-01
1.1507427320e-02 3.4611017783e+04 4.6657438446e-01
1.2300713919e-02 3.5273845172e+04 4.6657438446e-01
1.3148685917e-02 3.5832969941e+04 4.6657438446e-01
1.4055115171e-02 3.6273857482e+04 4.6657438446e-01
1.5024030581e-02 3.6581876741e+04 4.6657438446e-01
1.6059739515e-02 3.6742643392e+04 4.6657438446e-01
1.7166847363e-02 3.6742481897e+04 4.6657438446e-01
1.8350275233e-02 3.6569091671e+04 4.6657438446e-01
1.9615285099e-02 3.6212390453e+04 4.6657438446e-01
2.0967502147e-02 3.5665447389e+04 4.6657438446e-01
2.2412935272e-02 3.4925501353e+04 4.6657438446e-01
2.3958012462e-02 3.3995183377e+04 4.6657438446e-01
2.5609601289e-02 3.2883543946e+04 4.6657438446e-01
2.7375046164e-02 3.1606990566e+04 4.6657438446e-01
2.9262196273e-02 3.0189855245e+04 4.6657438446e-01
3.1279440969e-02 2.8664441594e+04 4.6657438446e-01
3.3435747027e-02 2.7070302582e+04 4.6657438446e-01
3.5740699619e-02 2.5452580723e+04 4.6657438446e-01
3.8204550743e-02 2.3859314237e+04 4.6657438446e-01
4.0838252753e-02 2.2337816854e+04 4.6657438446e-01
4.3653514236e-02 2.0930124541e+04 4.6657438446e-01
4.6478152275e-02 1.9738627767e+04 4.6657438446e-01
4.9302790314e-02 1.8747933979e+04 4.6657438446e-01
5.2127432078e-02 1.7928095833e+04 4.6657438446e-01
5.4952070117e-02 1.7243774946e+04 4.6657438446e-01
5.7776708156e-02 1.6657837418e+04 4.6657438446e-01
6.0601349920e-02 1.6133924303e+04 4.6657438446e-01
6.3425987959e-02 1.5639131990e+04 4.6657438446e-01
6.6250629723e-02 1.5146018558e+04 4.6657438446e-01
6.9075264037e-02 1.4634678550e+04 4.6657438446e-01
7.1899905801e-02 1.4091557550e+04 4.6657438446e-01
7.4724547565e-02 1.3511323957e+04 4.6657438446e-01
7.7549181879e-02 1.2898999839e+04 4.6657438446e-01
8.0373823643e-02 1.2260880158e+04 4.6657438446e-01
8.3198465407e-02 1.1609493164e+04 4.6657438446e-01
8.6023099720e-02 1.0961607484e+04 4.6657438446e-01
8.8847741485e-02 1.0334931564e+04 4.6657438446e-01
9.1672383249e-02 9.7437028107e+03 4.6657438446e-01
9.5292858779e-02 9.0524970513e+03 4.6657438446e-01
9.8913334310e-02 8.4487204250e+03 4.6657438446e-01
1.0253380984e-01 7.9418669678e+03 4.6657438446e-01
1.0615429282e-01 7.5313938752e+03 4.6657438446e-01
1.0977476835e-01 7.2051828069e+03 4.6657438446e-01
1.1339524388e-01 6.9461909279e+03 4.6657438446e-01
1.1701571941e-01 6.7366004483e+03 4.6657438446e-01
1.2063620240e-01 6.5571423606e+03 4.6657438446e-01
1.2425667793e-01 6.3885644800e+03 4.6657438446e-01
1.2787716091e-01 6.2151097679e+03 4.6657438446e-01
1.3149763644e-01 6.0257443723e+03 4.6657438446e-01
1.3511811197e-01 5.8128499614e+03 4.6657438446e-01
1.3873858750e-01 5.5760328896e+03 4.6657438446e-01
1.4235906303e-01 5.3208468120e+03 4.6657438446e-01
1.4597953856e-01 5.0560780999e+03 4.6657438446e-01
1.4960001409e-01 4.7909841536e+03 4.6657438446e-01
1.5322048962e-01 4.5347831208e+03 4.6657438446e-01
1.5684096515e-01 4.2962742702e+03 4.6657438446e-01
1.6046145558e-01 4.0823267732e+03 4.6657438446e-01
1.6408193111e-01 3.8966258704e+03 4.6657438446e-01
1.6770240664e-01 3.7397468898e+03 4.6657438446e-01
1.7132288217e-01 3.6098699215e+03 4.6657438446e-01
1.7494335771e-01 3.5032836504e+03 4.6657438446e-01
1.7856383324e-01 3.4147372256e+03 4.6657438446e-01
1.8218430877e-01 3.3381207293e+03 4.6657438446e-01
1.8580478430e-01 3.2673884495e+03 4.6657438446e-01
1.8942527473e-01 3.1972516847e+03 4.6657438446e-01
1.9304575026e-01 3.1234837918e+03 4.6657438446e-01
1.9666622579e-01 3.0431764476e+03 4.6657438446e-01
2.0028670132e-01 2.9550654441e+03 4.6657438446e-01
2.0390717685e-01 2.8596414366e+03 4.6657438446e-01
2.0752765238e-01 2.7587938676e+03 4.6657438446e-01
2.1114812791e-01 2.6552199385e+03 4.6657438446e-01
2.1476860344e-01 2.5519961969e+03 4.6657438446e-01
2.1838907898e-01 2.4522204991e+03 4.6657438446e-01
2.2200956941e-01 2.3585667751e+03 4.6657438446e-01
2.2563004494e-01 2.2729485800e+03 4.6657438446e-01
2.2925052047e-01 2.1964679251e+03 4.6657438446e-01
2.3287099600e-01 2.1293970539e+03 4.6657438446e-01
2.3649147153e-01 2.0711218063e+03 4.6657438446e-01
2.4011194706e-01 2.0203467128e+03 4.6657438446e-01
2.4373242259e-01 1.9754953684e+03 4.6657438446e-01
2.4735289812e-01 1.9348357608e+03 4.6657438446e-01
2.5097337365e-01 1.8964324658e+03 4.6657438446e-01
2.5459384918e-01 1.8584212743e+03 4.6657438446e-01
2.5821432471e-01 1.8194495202e+03 4.6657438446e-01
2.6183480024e-01 1.7787681836e+03 4.6657438446e-01
2.6545527577e-01 1.7360545535e+03 4.6657438446e-01
2.6907578111e-01 1.6913666674e+03 4.6657438446e-01
2.7269625664e-01 1.6451775169e+03 4.6657438446e-01
2.7631673217e-01 1.5982722903e+03 4.6657438446e-01
2.7993720770e-01 1.5515955688e+03 4.6657438446e-01
2.8355768323e-01 1.5061391766e+03 4.6657438446e-01
2.8717815876e-01 1.4627861529e+03 4.6657438446e-01
2.9079863429e-01 1.4221607509e+03 4.6657438446e-01
2.9441910982e-01 1.3846100742e+03 4.6657438446e-01
2.9803958535e-01 1.3502514595e+03 4.6657438446e-01
3.0166006088e-01 1.3189810281e+03 4.6657438446e-01
3.0528053641e-01 1.2904713027e+03 4.6657438446e-01
3.0890101194e-01 1.2642216749e+03 4.6657438446e-01
3.1252148747e-01 1.2396383118e+03 4.6657438446e-01
3.1614196301e-01 1.2161220536e+03 4.6657438446e-01
3.1976243854e-01 1.1931390673e+03 4.6657438446e-01
3.2338291407e-01 1.1702500765e+03 4.6657438446e-01
3.2700338960e-01 1.1471316694e+03 4.6657438446e-01
3.3062389493e-01 1.1236172336e+03 4.6657438446e-01
3.3424437046e-01 1.0997043858e+03 4.6657438446e-01
3.3786484599e-01 1.0755101824e+03 4.6657438446e-01
