z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
9.1800000000e-01        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 5.0523718700e+01 5.1250206239e-01
7.5206098700e-06 5.3862830458e+01 5.1250206239e-01
8.0390564108e-06 5.7422629187e+01 5.1250206239e-01
8.5932442744e-06 6.1217696398e+01 5.1250206239e-01
9.1856354629e-06 6.5263564887e+01 5.1250206239e-01
9.8188638731e-06 6.9576824029e+01 5.1250206239e-01
1.0495745300e-05 7.4175163346e+01 5.1250206239e-01
1.1219289263e-05 7.9077397928e+01 5.1250206239e-01
1.1992711734e-05 8.4303613662e+01 5.1250206239e-01
1.2819450603e-05 8.9875210804e+01 5.1250206239e-01
1.3703183868e-05 9.5815041953e+01 5.1250206239e-01
1.4647837816e-05 1.0214743383e+02 5.1250206239e-01
1.5657613403e-05 1.0889828170e+02 5.1250206239e-01
1.6736999896e-05 1.1609531803e+02 5.1250206239e-01
1.7890795789e-05 1.2376798903e+02 5.1250206239e-01
1.9124130631e-05 1.3194772340e+02 5.1250206239e-01
2.0442488676e-05 1.4066801940e+02 5.1250206239e-01
2.1851728889e-05 1.4996460463e+02 5.1250206239e-01
2.3358117687e-05 1.5987557402e+02 5.1250206239e-01
2.4968352591e-05 1.7044150600e+02 5.1250206239e-01
2.6689593142e-05 1.8170568035e+02 5.1250206239e-01
2.8529490010e-05 1.9371425251e+02 5.1250206239e-01
3.0496221370e-05 2.0651636972e+02 5.1250206239e-01
3.2598534744e-05 2.2016443246e+02 5.1250206239e-01
3.4845776099e-05 2.3471444305e+02 5.1250206239e-01
3.7247933506e-05 2.5022586035e+02 5.1250206239e-01
3.9815688069e-05 2.6676225337e+02 5.1250206239e-01
4.2560455768e-05 2.8439121409e+02 5.1250206239e-01
4.5494442020e-05 3.0318509819e+02 5.1250206239e-01
4.8630685342e-05 3.2322070550e+02 5.1250206239e-01
5.1983130106e-05 3.4457997714e+02 5.1250206239e-01
5.5566681112e-05 3.6735031505e+02 5.1250206239e-01
5.9397272707e-05 3.9162495958e+02 5.1250206239e-01
6.3491934270e-05 4.1750319279e+02 5.1250206239e-01
6.7868866609e-05 4.4509068710e+02 5.1250206239e-01
7.2547532909e-05 4.7450031851e+02 5.1250206239e-01
7.7548735135e-05 5.0585210853e+02 5.1250206239e-01
