z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
2.8000000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 4.9030520064e+01 2.7040172402e-01
7.5206098700e-06 5.2270919660e+01 2.7040172402e-01
8.0390564108e-06 5.5725468521e+01 2.7040172402e-01
8.5932442744e-06 5.9408331251e+01 2.7040172402e-01
9.1856354629e-06 6.3334581825e+01 2.7040172402e-01
9.8188638731e-06 6.7520304421e+01 2.7040172402e-01
1.0495745300e-05 7.1982647814e+01 2.7040172402e-01
1.1219289263e-05 7.6739890953e+01 2.7040172402e-01
1.1992711734e-05 8.1811513528e+01 2.7040172402e-01
1.2819450603e-05 8.7218283260e+01 2.7040172402e-01
1.3703183868e-05 9.2982359347e+01 2.7040172402e-01
1.4647837816e-05 9.9127329557e+01 2.7040172402e-01
1.5657613403e-05 1.0567836463e+02 2.7040172402e-01
1.6736999896e-05 1.1266228796e+02 2.7040172402e-01
1.7890795789e-05 1.2010769111e+02 2.7040172402e-01
1.9124130631e-05 1.2804505327e+02 2.7040172402e-01
2.0442488676e-05 1.3650687051e+02 2.7040172402e-01
2.1851728889e-05 1.4552775957e+02 2.7040172402e-01
2.3358117687e-05 1.5514464115e+02 2.7040172402e-01
2.4968352591e-05 1.6539686223e+02 2.7040172402e-01
2.6689593142e-05 1.7632636236e+02 2.7040172402e-01
2.8529490010e-05 1.8797782555e+02 2.7040172402e-01
3.0496221370e-05 2.0039887516e+02 2.7040172402e-01
3.2598534744e-05 2.1364029952e+02 2.7040172402e-01
3.4845776099e-05 2.2775619348e+02 2.7040172402e-01
3.7247933506e-05 2.4280418784e+02 2.7040172402e-01
3.9815688069e-05 2.5884571968e+02 2.7040172402e-01
4.2560455768e-05 2.7594624041e+02 2.7040172402e-01
4.5494442020e-05 2.9417549824e+02 2.7040172402e-01
4.8630685342e-05 3.1360774678e+02 2.7040172402e-01
5.1983130106e-05 3.3432212800e+02 2.7040172402e-01
5.5566681112e-05 3.5640293474e+02 2.7040172402e-01
5.9397272707e-05 3.7993995571e+02 2.7040172402e-01
6.3491934270e-05 4.0502878974e+02 2.7040172402e-01
6.7868866609e-05 4.3177121825e+02 2.7040172402e-01
7.2547532909e-05 4.6027565673e+02 2.7040172402e-01
7.7548735135e-05 4.9065750681e+02 2.7040172402e-01
8.2894701336e-05 5.2303956478e+02 2.7040172402e-01
8.8609194791e-05 5.5755255125e+02 2.7040172402e-01
9.4717637694e-05 5.9433571581e+02 2.7040172402e-01
