z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
1.5660000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 4.9119095826e+01 3.9406284286e-01
7.5206098700e-06 5.2365349311e+01 3.9406284286e-01
8.0390564108e-06 5.5826138924e+01 3.9406284286e-01
8.5932442744e-06 5.9515654858e+01 3.9406284286e-01
9.1856354629e-06 6.3448998316e+01 3.9406284286e-01
9.8188638731e-06 6.7642282529e+01 3.9406284286e-01
1.0495745300e-05 7.2112687249e+01 3.9406284286e-01
1.1219289263e-05 7.6878524444e+01 3.9406284286e-01
1.1992711734e-05 8.1959308988e+01 3.9406284286e-01
1.2819450603e-05 8.7375846113e+01 3.9406284286e-01
1.3703183868e-05 9.3150335043e+01 3.9406284286e-01
1.4647837816e-05 9.9306406149e+01 3.9406284286e-01
1.5657613403e-05 1.0586927563e+02 3.9406284286e-01
1.6736999896e-05 1.1286581533e+02 3.9406284286e-01
1.7890795789e-05 1.2032466844e+02 3.9406284286e-01
1.9124130631e-05 1.2827636921e+02 3.9406284286e-01
2.0442488676e-05 1.3675347236e+02 3.9406284286e-01
2.1851728889e-05 1.4579065717e+02 3.9406284286e-01
2.3358117687e-05 1.5542491099e+02 3.9406284286e-01
2.4968352591e-05 1.6569565183e+02 3.9406284286e-01
2.6689593142e-05 1.7664489497e+02 3.9406284286e-01
2.8529490010e-05 1.8831740507e+02 3.9406284286e-01
3.0496221370e-05 2.0076089145e+02 3.9406284286e-01
3.2598534744e-05 2.1402623409e+02 3.9406284286e-01
3.4845776099e-05 2.2816762545e+02 3.9406284286e-01
3.7247933506e-05 2.4324280032e+02 3.9406284286e-01
3.9815688069e-05 2.5931330658e+02 3.9406284286e-01
4.2560455768e-05 2.7644471369e+02 3.9406284286e-01
4.5494442020e-05 2.9470689560e+02 3.9406284286e-01
4.8630685342e-05 3.1417423978e+02 3.9406284286e-01
5.1983130106e-05 3.3492603078e+02 3.9406284286e-01
5.5566681112e-05 3.5704671328e+02 3.9406284286e-01
5.9397272707e-05 3.8062623768e+02 3.9406284286e-01
6.3491934270e-05 4.0576037484e+02 3.9406284286e-01
6.7868866609e-05 4.3255108926e+02 3.9406284286e-01
7.2547532909e-05 4.6110699134e+02 3.9406284286e-01
7.7548735135e-05 4.9154369004e+02 3.9406284286e-01
8.2894701336e-05 5.2398420209e+02 3.9406284286e-01
8.8609194791e-05 5.5855948257e+02 3.9406284286e-01
9.4717637694e-05 5.9540903063e+02 3.9406284286e-01
1.0124716937e-04 6.3468108839e+02 3.9406284286e-01
1.0822682816e-04 6.7653357484e+02 3.9406284286e-01
1.1568764603e-04 7.2113448027e+02 3.9406284286e-01
1.2366278679e-04 7.6866251312e+02 3.9406284286e-01
1.3218770619e-04 8.1930786513e+02 3.9406284286e-01
1.4130031923e-04 8.7327300722e+02 3.9406284286e-01
1.5104110935e-04 9.3077313025e+02 3.9406284286e-01
1.6145341215e-04 9.9203760677e+02 3.9406284286e-01
1.7258350272e-04 1.0573102781e+03 3.9406284286e-01
1.8448085757e-04 1.1268507582e+03 3.9406284286e-01
1.9719838747e-04 1.2009355440e+03 3.9406284286e-01
2.1079262660e-04 1.2798588506e+03 3.9406284286e-01
2.2532400908e-04 1.3639339295e+03 3.9406284286e-01
2.4085713085e-04 1.4534942689e+03 3.9406284286e-01
2.5746106985e-04 1.5488950894e+03 3.9406284286e-01
2.7520960430e-04 1.6505142070e+03 3.9406284286e-01
2.9418169288e-04 1.7587543439e+03 3.9406284286e-01
3.1446164940e-04 1.8740436226e+03 3.9406284286e-01
3.3613966662e-04 1.9968379812e+03 3.9406284286e-01
3.5931204911e-04 2.1276218459e+03 3.9406284286e-01
3.8408191176e-04 2.2669113386e+03 3.9406284286e-01
4.1055929614e-04 2.4152540824e+03 3.9406284286e-01
4.3886195635e-04 2.5732326470e+03 3.9406284286e-01
4.6911570826e-04 2.7414653811e+03 3.9406284286e-01
5.0145509886e-04 2.9206088565e+03 3.9406284286e-01
5.3602381376e-04 3.1113586440e+03 3.9406284286e-01
5.7297560852e-04 3.3144527347e+03 3.9406284286e-01
6.1247474514e-04 3.5306719178e+03 3.9406284286e-01
6.5469677793e-04 3.7608417272e+03 3.9406284286e-01
6.9982954301e-04 4.0058350425e+03 3.9406284286e-01
7.4807356577e-04 4.2665709838e+03 3.9406284286e-01
7.9964339966e-04 4.5440182083e+03 3.9406284286e-01
8.5476832464e-04 4.8391939126e+03 3.9406284286e-01
9.1369333677e-04 5.1531634260e+03 3.9406284286e-01
9.7668042872e-04 5.4870401223e+03 3.9406284286e-01
1.0440096958e-03 5.8419828740e+03 3.9406284286e-01
1.1159804417e-03 6.2191916643e+03 3.9406284286e-01
1.1929126922e-03 6.6199030826e+03 3.9406284286e-01
1.2751482427e-03 7.0453806455e+03 3.9406284286e-01
