z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
1.6875000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 4.9109254629e+01 3.7732102432e-01
7.5206098700e-06 5.2354857718e+01 3.7732102432e-01
8.0390564108e-06 5.5814953953e+01 3.7732102432e-01
8.5932442744e-06 5.9503730683e+01 3.7732102432e-01
9.1856354629e-06 6.3436286086e+01 3.7732102432e-01
9.8188638731e-06 6.7628730166e+01 3.7732102432e-01
1.0495745300e-05 7.2098239233e+01 3.7732102432e-01
1.1219289263e-05 7.6863121585e+01 3.7732102432e-01
1.1992711734e-05 8.1942888188e+01 3.7732102432e-01
1.2819450603e-05 8.7358340107e+01 3.7732102432e-01
1.3703183868e-05 9.3131672117e+01 3.7732102432e-01
1.4647837816e-05 9.9286509857e+01 3.7732102432e-01
1.5657613403e-05 1.0584806447e+02 3.7732102432e-01
1.6736999896e-05 1.1284320243e+02 3.7732102432e-01
1.7890795789e-05 1.2030056118e+02 3.7732102432e-01
1.9124130631e-05 1.2825066885e+02 3.7732102432e-01
2.0442488676e-05 1.3672607366e+02 3.7732102432e-01
2.1851728889e-05 1.4576144792e+02 3.7732102432e-01
2.3358117687e-05 1.5539377158e+02 3.7732102432e-01
2.4968352591e-05 1.6566245477e+02 3.7732102432e-01
2.6689593142e-05 1.7660950435e+02 3.7732102432e-01
2.8529490010e-05 1.8827967602e+02 3.7732102432e-01
3.0496221370e-05 2.0072066953e+02 3.7732102432e-01
3.2598534744e-05 2.1398335471e+02 3.7732102432e-01
3.4845776099e-05 2.2812191314e+02 3.7732102432e-01
3.7247933506e-05 2.4319406808e+02 3.7732102432e-01
3.9815688069e-05 2.5926135508e+02 3.7732102432e-01
4.2560455768e-05 2.7638933049e+02 3.7732102432e-01
4.5494442020e-05 2.9464785429e+02 3.7732102432e-01
4.8630685342e-05 3.1411129906e+02 3.7732102432e-01
5.1983130106e-05 3.3485893352e+02 3.7732102432e-01
5.5566681112e-05 3.5697518548e+02 3.7732102432e-01
5.9397272707e-05 3.8054998735e+02 3.7732102432e-01
6.3491934270e-05 4.0567909088e+02 3.7732102432e-01
6.7868866609e-05 4.3246444022e+02 3.7732102432e-01
7.2547532909e-05 4.6101462410e+02 3.7732102432e-01
7.7548735135e-05 4.9144522843e+02 3.7732102432e-01
8.2894701336e-05 5.2387924544e+02 3.7732102432e-01
8.8609194791e-05 5.5844760414e+02 3.7732102432e-01
9.4717637694e-05 5.9528977592e+02 3.7732102432e-01
1.0124716937e-04 6.3455397346e+02 3.7732102432e-01
1.0822682816e-04 6.7639808438e+02 3.7732102432e-01
1.1568764603e-04 7.2099006567e+02 3.7732102432e-01
1.2366278679e-04 7.6850859038e+02 3.7732102432e-01
1.3218770619e-04 8.1914381264e+02 3.7732102432e-01
1.4130031923e-04 8.7309816340e+02 3.7732102432e-01
1.5104110935e-04 9.3058679110e+02 3.7732102432e-01
1.6145341215e-04 9.9183902319e+02 3.7732102432e-01
1.7258350272e-04 1.0570986532e+03 3.7732102432e-01
1.8448085757e-04 1.1266252440e+03 3.7732102432e-01
1.9719838747e-04 1.2006952388e+03 3.7732102432e-01
2.1079262660e-04 1.2796027952e+03 3.7732102432e-01
2.2532400908e-04 1.3636611041e+03 3.7732102432e-01
2.4085713085e-04 1.4532035890e+03 3.7732102432e-01
2.5746106985e-04 1.5485854020e+03 3.7732102432e-01
2.7520960430e-04 1.6501842867e+03 3.7732102432e-01
2.9418169288e-04 1.7584028882e+03 3.7732102432e-01
3.1446164940e-04 1.8736692477e+03 3.7732102432e-01
3.3613966662e-04 1.9964392170e+03 3.7732102432e-01
3.5931204911e-04 2.1271971313e+03 3.7732102432e-01
3.8408191176e-04 2.2664590161e+03 3.7732102432e-01
