z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
1.3500000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 5.0451238931e+01 4.2751219232e-01
7.5206098700e-06 5.3785575013e+01 4.2751219232e-01
8.0390564108e-06 5.7340261510e+01 4.2751219232e-01
8.5932442744e-06 6.1129882700e+01 4.2751219232e-01
9.1856354629e-06 6.5169962095e+01 4.2751219232e-01
9.8188638731e-06 6.9477030284e+01 4.2751219232e-01
1.0495745300e-05 7.4068771026e+01 4.2751219232e-01
1.1219289263e-05 7.8963979515e+01 4.2751219232e-01
1.1992711734e-05 8.4182677170e+01 4.2751219232e-01
1.2819450603e-05 8.9746294268e+01 4.2751219232e-01
1.3703183868e-05 9.5677612546e+01 4.2751219232e-01
1.4647837816e-05 1.0200090608e+02 4.2751219232e-01
1.5657613403e-05 1.0874210828e+02 4.2751219232e-01
1.6736999896e-05 1.1592880142e+02 4.2751219232e-01
1.7890795789e-05 1.2359046714e+02 4.2751219232e-01
1.9124130631e-05 1.3175846554e+02 4.2751219232e-01
2.0442488676e-05 1.4046628567e+02 4.2751219232e-01
2.1851728889e-05 1.4974952465e+02 4.2751219232e-01
2.3358117687e-05 1.5964629466e+02 4.2751219232e-01
2.4968352591e-05 1.7019712903e+02 4.2751219232e-01
2.6689593142e-05 1.8144513878e+02 4.2751219232e-01
2.8529490010e-05 1.9343649266e+02 4.2751219232e-01
3.0496221370e-05 2.0622031282e+02 4.2751219232e-01
3.2598534744e-05 2.1984882088e+02 4.2751219232e-01
3.4845776099e-05 2.3437797454e+02 4.2751219232e-01
3.7247933506e-05 2.4986717537e+02 4.2751219232e-01
3.9815688069e-05 2.6637993674e+02 4.2751219232e-01
4.2560455768e-05 2.8398371678e+02 4.2751219232e-01
4.5494442020e-05 3.0275071158e+02 4.2751219232e-01
4.8630685342e-05 3.2275768818e+02 4.2751219232e-01
5.1983130106e-05 3.4408642289e+02 4.2751219232e-01
5.5566681112e-05 3.6682434831e+02 4.2751219232e-01
5.9397272707e-05 3.9106428201e+02 4.2751219232e-01
6.3491934270e-05 4.1690563711e+02 4.2751219232e-01
6.7868866609e-05 4.4445385870e+02 4.2751219232e-01
7.2547532909e-05 4.7382169706e+02 4.2751219232e-01
7.7548735135e-05 5.0512895721e+02 4.2751219232e-01
8.2894701336e-05 5.3850383468e+02 4.2751219232e-01
8.8609194791e-05 5.7408220586e+02 4.2751219232e-01
9.4717637694e-05 6.1200954827e+02 4.2751219232e-01
1.0124716937e-04 6.5244060656e+02 4.2751219232e-01
1.0822682816e-04 6.9553997694e+02 4.2751219232e-01
1.1568764603e-04 7.4148344299e+02 4.2751219232e-01
1.2366278679e-04 7.9045789218e+02 4.2751219232e-01
1.3218770619e-04 8.4266240117e+02 4.2751219232e-01
1.4130031923e-04 8.9830902900e+02 4.2751219232e-01
1.5104110935e-04 9.5762377718e+02 4.2751219232e-01
1.6145341215e-04 1.0208465896e+03 4.2751219232e-01
1.7258350272e-04 1.0882334400e+03 4.2751219232e-01
1.8448085757e-04 1.1600559977e+03 4.2751219232e-01
1.9719838747e-04 1.2366042157e+03 4.2751219232e-01
2.1079262660e-04 1.3181859137e+03 4.2751219232e-01
2.2532400908e-04 1.4051273620e+03 4.2751219232e-01
2.4085713085e-04 1.4977766213e+03 4.2751219232e-01
2.5746106985e-04 1.5965024572e+03 4.2751219232e-01
2.7520960430e-04 1.7016967615e+03 4.2751219232e-01
2.9418169288e-04 1.8137754705e+03 4.2751219232e-01
3.1446164940e-04 1.9331782309e+03 4.2751219232e-01
3.3613966662e-04 2.0603725745e+03 4.2751219232e-01
3.5931204911e-04 2.1958519142e+03 4.2751219232e-01
3.8408191176e-04 2.3401388838e+03 4.2751219232e-01
4.1055929614e-04 2.4937850036e+03 4.2751219232e-01
4.3886195635e-04 2.6573730186e+03 4.2751219232e-01
4.6911570826e-04 2.8315163972e+03 4.2751219232e-01
5.0145509886e-04 3.0168606670e+03 4.2751219232e-01
5.3602381376e-04 3.2140849181e+03 4.2751219232e-01
5.7297560852e-04 3.4239004664e+03 4.2751219232e-01
6.1247474514e-04 3.6470540269e+03 4.2751219232e-01
6.5469677793e-04 3.8843240400e+03 4.2751219232e-01
6.9982954301e-04 4.1365240108e+03 4.2751219232e-01
7.4807356577e-04 4.4045001718e+03 4.2751219232e-01
7.9964339966e-04 4.6891294790e+03 4.2751219232e-01
8.5476832464e-04 4.9913246209e+03 4.2751219232e-01
9.1369333677e-04 5.3120216630e+03 4.2751219232e-01
9.7668042872e-04 5.6521867262e+03 4.2751219232e-01
1.0440096958e-03 6.0128133153e+03 4.2751219232e-01
1.1159804417e-03 6.3949089613e+03 4.2751219232e-01
1.1929126922e-03 6.7995022339e+03 4.2751219232e-01
1.2751482427e-03 7.2276270461e+03 4.2751219232e-01
1.3630529866e-03 7.6803213185e+03 4.2751219232e-01
1.4570176136e-03 8.1586122848e+03 4.2751219232e-01
1.5574598219e-03 8.6635058064e+03 4.2751219232e-01
1.6648261808e-03 9.1959756850e+03 4.2751219232e-01
1.7795939930e-03 9.7569469655e+03 4.2751219232e-01
1.9022736233e-03 1.0347283246e+04 4.2751219232e-01
2.0334103610e-03 1.0967767307e+04 4.2751219232e-01
2.1735872142e-03 1.1619085087e+04 4.2751219232e-01
