z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
1.6740000000e+00        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 5.0399974635e+01 3.7911463017e-01
7.5206098700e-06 5.3730913089e+01 3.7911463017e-01
8.0390564108e-06 5.7281986780e+01 3.7911463017e-01
8.5932442744e-06 6.1067756821e+01 3.7911463017e-01
9.1856354629e-06 6.5103743124e+01 3.7911463017e-01
9.8188638731e-06 6.9406440984e+01 3.7911463017e-01
1.0495745300e-05 7.3993513506e+01 3.7911463017e-01
1.1219289263e-05 7.8883718617e+01 3.7911463017e-01
1.1992711734e-05 8.4097134661e+01 3.7911463017e-01
1.2819450603e-05 8.9655094051e+01 3.7911463017e-01
1.3703183868e-05 9.5580388960e+01 3.7911463017e-01
1.4647837816e-05 1.0189726469e+02 3.7911463017e-01
1.5657613403e-05 1.0863161208e+02 3.7911463017e-01
1.6736999896e-05 1.1581102062e+02 3.7911463017e-01
1.7890795789e-05 1.2346489121e+02 3.7911463017e-01
1.9124130631e-05 1.3162462197e+02 3.7911463017e-01
2.0442488676e-05 1.4032357509e+02 3.7911463017e-01
2.1851728889e-05 1.4959740852e+02 3.7911463017e-01
2.3358117687e-05 1.5948411586e+02 3.7911463017e-01
2.4968352591e-05 1.7002421211e+02 3.7911463017e-01
2.6689593142e-05 1.8126082657e+02 3.7911463017e-01
2.8529490010e-05 1.9324002131e+02 3.7911463017e-01
3.0496221370e-05 2.0601079121e+02 3.7911463017e-01
3.2598534744e-05 2.1962556824e+02 3.7911463017e-01
3.4845776099e-05 2.3413996926e+02 3.7911463017e-01
3.7247933506e-05 2.4961345964e+02 3.7911463017e-01
3.9815688069e-05 2.6610941951e+02 3.7911463017e-01
4.2560455768e-05 2.8369542255e+02 3.7911463017e-01
4.5494442020e-05 3.0244334204e+02 3.7911463017e-01
4.8630685342e-05 3.2243006759e+02 3.7911463017e-01
5.1983130106e-05 3.4373723961e+02 3.7911463017e-01
5.5566681112e-05 3.6645215181e+02 3.7911463017e-01
5.9397272707e-05 3.9066767151e+02 3.7911463017e-01
6.3491934270e-05 4.1648279703e+02 3.7911463017e-01
6.7868866609e-05 4.4400321504e+02 3.7911463017e-01
7.2547532909e-05 4.7334138021e+02 3.7911463017e-01
7.7548735135e-05 5.0461715215e+02 3.7911463017e-01
8.2894701336e-05 5.3795840592e+02 3.7911463017e-01
8.8609194791e-05 5.7350119122e+02 3.7911463017e-01
9.4717637694e-05 6.1139052863e+02 3.7911463017e-01
1.0124716937e-04 6.5178094046e+02 3.7911463017e-01
1.0822682816e-04 6.9483745931e+02 3.7911463017e-01
1.1568764603e-04 7.4073515030e+02 3.7911463017e-01
1.2366278679e-04 7.8966086280e+02 3.7911463017e-01
1.3218770619e-04 8.4181376126e+02 3.7911463017e-01
1.4130031923e-04 8.9740569678e+02 3.7911463017e-01
1.5104110935e-04 9.5666189716e+02 3.7911463017e-01
1.6145341215e-04 1.0198229310e+03 3.7911463017e-01
1.7258350272e-04 1.0871443360e+03 3.7911463017e-01
1.8448085757e-04 1.1588976807e+03 3.7911463017e-01
1.9719838747e-04 1.2353722633e+03 3.7911463017e-01
2.1079262660e-04 1.3168763852e+03 3.7911463017e-01
2.2532400908e-04 1.4037359711e+03 3.7911463017e-01
2.4085713085e-04 1.4962984971e+03 3.7911463017e-01
2.5746106985e-04 1.5949335217e+03 3.7911463017e-01
2.7520960430e-04 1.7000319421e+03 3.7911463017e-01
2.9418169288e-04 1.8120104538e+03 3.7911463017e-01
3.1446164940e-04 1.9313080466e+03 3.7911463017e-01
3.3613966662e-04 2.0583927994e+03 3.7911463017e-01
3.5931204911e-04 2.1937573151e+03 3.7911463017e-01
3.8408191176e-04 2.3379256213e+03 3.7911463017e-01
4.1055929614e-04 2.4914480743e+03 3.7911463017e-01
4.3886195635e-04 2.6549092154e+03 3.7911463017e-01
4.6911570826e-04 2.8289209763e+03 3.7911463017e-01
5.0145509886e-04 3.0141313846e+03 3.7911463017e-01
5.3602381376e-04 3.2112184063e+03 3.7911463017e-01
5.7297560852e-04 3.4208952539e+03 3.7911463017e-01
6.1247474514e-04 3.6439076263e+03 3.7911463017e-01
6.5469677793e-04 3.8810339210e+03 3.7911463017e-01
6.9982954301e-04 4.1330894807e+03 3.7911463017e-01
7.4807356577e-04 4.4009189496e+03 3.7911463017e-01
7.9964339966e-04 4.6854017936e+03 3.7911463017e-01
8.5476832464e-04 4.9874455063e+03 3.7911463017e-01
9.1369333677e-04 5.3079885810e+03 3.7911463017e-01
9.7668042872e-04 5.6479941413e+03 3.7911463017e-01
1.0440096958e-03 6.0084520643e+03 3.7911463017e-01
1.1159804417e-03 6.3903692134e+03 3.7911463017e-01
1.1929126922e-03 6.7947715613e+03 3.7911463017e-01
1.2751482427e-03 7.2226923003e+03 3.7911463017e-01
1.3630529866e-03 7.6751624993e+03 3.7911463017e-01
1.4570176136e-03 8.1532123775e+03 3.7911463017e-01
1.5574598219e-03 8.6578475246e+03 3.7911463017e-01
1.6648261808e-03 9.1900429544e+03 3.7911463017e-01
1.7795939930e-03 9.7507244206e+03 3.7911463017e-01
1.9022736233e-03 1.0340756526e+04 3.7911463017e-01
2.0334103610e-03 1.0960926587e+04 3.7911463017e-01
2.1735872142e-03 1.1611915753e+04 3.7911463017e-01
2.3234274704e-03 1.2294294765e+04 3.7911463017e-01
2.4835972581e-03 1.3008504417e+04 3.7911463017e-01
2.6548085734e-03 1.3754817340e+04 3.7911463017e-01
2.8378227726e-03 1.4533329505e+04 3.7911463017e-01
3.0334533658e-03 1.5343910969e+04 3.7911463017e-01
3.2425699755e-03 1.6186195676e+04 3.7911463017e-01
3.4661025274e-03 1.7059533050e+04 3.7911463017e-01
3.7050447427e-03 1.7962966762e+04 3.7911463017e-01
3.9604585618e-03 1.8895171881e+04 3.7911463017e-01
4.2334804311e-03 1.9854429392e+04 3.7911463017e-01
4.5253229327e-03 2.0838571842e+04 3.7911463017e-01
4.8372847959e-03 2.1845994026e+04 3.7911463017e-01
5.1707518287e-03 2.2871452271e+04 3.7911463017e-01
5.5272071622e-03 2.3912211780e+04 3.7911463017e-01
5.9082354419e-03 2.4963905375e+04 3.7911463017e-01
6.3155302778e-03 2.6020910589e+04 3.7911463017e-01
6.7509030923e-03 2.7078578268e+04 3.7911463017e-01
7.2162891738e-03 2.8129923644e+04 3.7911463017e-01
7.7137574553e-03 2.9167846440e+04 3.7911463017e-01
8.2455193624e-03 3.0183698928e+04 3.7911463017e-01
8.8139399886e-03 3.1168442694e+04 3.7911463017e-01
9.4215450808e-03 3.2112324200e+04 3.7911463017e-01
1.0071036406e-02 3.3004465416e+04 3.7911463017e-01
1.0765301995e-02 3.3833227323e+04 3.7911463017e-01
1.1507427320e-02 3.4585870193e+04 3.7911463017e-01
1.2300713919e-02 3.5248995226e+04 3.7911463017e-01
1.3148685917e-02 3.5808530966e+04 3.7911463017e-01
1.4055115171e-02 3.6249957518e+04 3.7911463017e-01
1.5024030581e-02 3.6558646274e+04 3.7911463017e-01
1.6059739515e-02 3.6720206435e+04 3.7911463017e-01
1.7166847363e-02 3.6720957230e+04 3.7911463017e-01
1.8350275233e-02 3.6548590380e+04 3.7911463017e-01
