z(iz=00)            wb(ip=00)           h(ip=01)           wm(ip=02)            ns(ip=03) 
9.9000000000e-01        0.022445000000000007        0.67        0.14364800000000003        0.96
   k(h/Mpc)      Pk/s8^2(Mpc/h)^3       s8 
7.0355977186e-06 5.0511307030e+01 4.9634325480e-01
7.5206098700e-06 5.3849603826e+01 4.9634325480e-01
8.0390564108e-06 5.7408519218e+01 4.9634325480e-01
8.5932442744e-06 6.1202658914e+01 4.9634325480e-01
9.1856354629e-06 6.5247546077e+01 4.9634325480e-01
9.8188638731e-06 6.9559756813e+01 4.9634325480e-01
1.0495745300e-05 7.4156951139e+01 4.9634325480e-01
1.1219289263e-05 7.9057981375e+01 4.9634325480e-01
1.1992711734e-05 8.4282899885e+01 4.9634325480e-01
1.2819450603e-05 8.9853137151e+01 4.9634325480e-01
1.3703183868e-05 9.5791524996e+01 4.9634325480e-01
1.4647837816e-05 1.0212233530e+02 4.9634325480e-01
1.5657613403e-05 1.0887156645e+02 4.9634325480e-01
1.6736999896e-05 1.1606682724e+02 4.9634325480e-01
1.7890795789e-05 1.2373758456e+02 4.9634325480e-01
1.9124130631e-05 1.3191532606e+02 4.9634325480e-01
2.0442488676e-05 1.4063347491e+02 4.9634325480e-01
2.1851728889e-05 1.4992780022e+02 4.9634325480e-01
2.3358117687e-05 1.5983631629e+02 4.9634325480e-01
2.4968352591e-05 1.7039965434e+02 4.9634325480e-01
2.6689593142e-05 1.8166112438e+02 4.9634325480e-01
2.8529490010e-05 1.9366668426e+02 4.9634325480e-01
3.0496221370e-05 2.0646566743e+02 4.9634325480e-01
3.2598534744e-05 2.2011042684e+02 4.9634325480e-01
3.4845776099e-05 2.3465684586e+02 4.9634325480e-01
3.7247933506e-05 2.5016443126e+02 4.9634325480e-01
3.9815688069e-05 2.6669679314e+02 4.9634325480e-01
4.2560455768e-05 2.8432147469e+02 4.9634325480e-01
4.5494442020e-05 3.0311077282e+02 4.9634325480e-01
4.8630685342e-05 3.2314142847e+02 4.9634325480e-01
5.1983130106e-05 3.4449547826e+02 4.9634325480e-01
5.5566681112e-05 3.6726028547e+02 4.9634325480e-01
5.9397272707e-05 3.9152909746e+02 4.9634325480e-01
6.3491934270e-05 4.1740089086e+02 4.9634325480e-01
6.7868866609e-05 4.4498167221e+02 4.9634325480e-01
7.2547532909e-05 4.7438416832e+02 4.9634325480e-01
7.7548735135e-05 5.0572841467e+02 4.9634325480e-01
8.2894701336e-05 5.3914240572e+02 4.9634325480e-01
8.8609194791e-05 5.7476277629e+02 4.9634325480e-01
9.4717637694e-05 6.1273473956e+02 4.9634325480e-01
1.0124716937e-04 6.5321301617e+02 4.9634325480e-01
1.0822682816e-04 6.9636285618e+02 4.9634325480e-01
1.1568764603e-04 7.4235966747e+02 4.9634325480e-01
1.2366278679e-04 7.9139124547e+02 4.9634325480e-01
1.3218770619e-04 8.4365610083e+02 4.9634325480e-01
1.4130031923e-04 8.9936705188e+02 4.9634325480e-01
1.5104110935e-04 9.5874986190e+02 4.9634325480e-01
1.6145341215e-04 1.0220449735e+03 4.9634325480e-01
1.7258350272e-04 1.0895083136e+03 4.9634325480e-01
1.8448085757e-04 1.1614122848e+03 4.9634325480e-01
1.9719838747e-04 1.2380460746e+03 4.9634325480e-01
2.1079262660e-04 1.3197181334e+03 4.9634325480e-01
2.2532400908e-04 1.4067553688e+03 4.9634325480e-01
2.4085713085e-04 1.4995056236e+03 4.9634325480e-01
2.5746106985e-04 1.5983375517e+03 4.9634325480e-01
2.7520960430e-04 1.7036433431e+03 4.9634325480e-01
2.9418169288e-04 1.8158387245e+03 4.9634325480e-01
3.1446164940e-04 1.9353645692e+03 4.9634325480e-01
3.3613966662e-04 2.0626860301e+03 4.9634325480e-01
3.5931204911e-04 2.1982983619e+03 4.9634325480e-01
3.8408191176e-04 2.3427241958e+03 4.9634325480e-01
4.1055929614e-04 2.4965132918e+03 4.9634325480e-01
4.3886195635e-04 2.6602488562e+03 4.9634325480e-01
4.6911570826e-04 2.8345438257e+03 4.9634325480e-01
5.0145509886e-04 3.0200443353e+03 4.9634325480e-01
5.3602381376e-04 3.2174279847e+03 4.9634325480e-01
5.7297560852e-04 3.4274070588e+03 4.9634325480e-01
6.1247474514e-04 3.6507258020e+03 4.9634325480e-01
6.5469677793e-04 3.8881641354e+03 4.9634325480e-01
6.9982954301e-04 4.1405374082e+03 4.9634325480e-01
7.4807356577e-04 4.4086879746e+03 4.9634325480e-01
7.9964339966e-04 4.6934978289e+03 4.9634325480e-01
8.5476832464e-04 4.9958767136e+03 4.9634325480e-01
9.1369333677e-04 5.3167665790e+03 4.9634325480e-01
9.7668042872e-04 5.6571361322e+03 4.9634325480e-01
1.0440096958e-03 6.0179768737e+03 4.9634325480e-01
1.1159804417e-03 6.4003035925e+03 4.9634325480e-01
1.1929126922e-03 6.8051469338e+03 4.9634325480e-01
1.2751482427e-03 7.2335405156e+03 4.9634325480e-01
1.3630529866e-03 7.6865239020e+03 4.9634325480e-01
1.4570176136e-03 8.1651252607e+03 4.9634325480e-01
1.5574598219e-03 8.6703494707e+03 4.9634325480e-01
1.6648261808e-03 9.2031662302e+03 4.9634325480e-01
1.7795939930e-03 9.7645011378e+03 4.9634325480e-01
1.9022736233e-03 1.0355217359e+04 4.9634325480e-01
2.0334103610e-03 1.0976101751e+04 4.9634325480e-01
2.1735872142e-03 1.1627837117e+04 4.9634325480e-01
2.3234274704e-03 1.2311002203e+04 4.9634325480e-01
2.4835972581e-03 1.3026025124e+04 4.9634325480e-01
2.6548085734e-03 1.3773185344e+04 4.9634325480e-01
2.8378227726e-03 1.4552570069e+04 4.9634325480e-01
3.0334533658e-03 1.5364047497e+04 4.9634325480e-01
3.2425699755e-03 1.6207247984e+04 4.9634325480e-01
3.4661025274e-03 1.7081521429e+04 4.9634325480e-01
